Id,Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Soil_Type,Wilderness_Area,Vegetation_Type
190,3050,180,4,277,-3,5782,221,242,156,2721,44.51,170.3,156.89,24.85,Type_29,Area_1,Type_1
191,3107,356,12,283,89,4855,201,219,155,2069,35.59,448.02,209.59,10.92,Type_29,Area_1,Type_1
194,3182,116,7,579,10,4425,233,233,133,1854,67.99,153.72,122.01,28.35,Type_29,Area_1,Type_1
197,3017,46,22,212,52,5118,221,188,92,2352,73.56,156.49,332.52,54.1,Type_29,Area_1,Type_1
202,3231,45,4,648,59,4173,221,231,147,1921,35.05,373.85,937.13,36.27,Type_29,Area_1,Type_1
204,3162,43,15,484,144,4657,221,205,115,2188,83.91,417.75,452.09,11.54,Type_29,Area_1,Type_1
205,2982,188,14,120,-2,5501,220,250,160,2750,66.39,218.11,327.92,34.63,Type_29,Area_1,Type_1
207,3172,50,11,759,0,4287,225,215,123,2037,36.09,343.29,834.79,30.33,Type_20,Area_1,Type_1
211,3198,23,18,604,180,4545,207,200,124,2285,62.92,167.29,802.29,61.36,Type_29,Area_1,Type_1
216,3244,56,16,618,76,3865,229,204,104,2225,44.23,400.42,418.5,43.5,Type_40,Area_1,Type_1
217,2955,9,10,85,10,5167,209,221,149,2819,49.52,159.94,476.78,55.96,Type_16,Area_1,Type_1
218,3201,10,13,984,180,4136,205,213,143,2289,74.79,230.51,666.74,12.6,Type_23,Area_1,Type_1
219,2972,36,25,30,0,5113,209,176,90,2816,68.98,290.89,1129.74,40.09,Type_29,Area_1,Type_1
223,2952,51,10,150,16,5123,225,218,126,2960,35.62,231.8,255.78,37.32,Type_16,Area_1,Type_1
225,3004,0,12,484,85,5068,202,217,152,5840,45.91,365.95,898.87,61.23,Type_12,Area_1,Type_1
229,3024,344,8,600,105,5201,203,227,163,5764,83.52,218.31,516.75,57.67,Type_12,Area_1,Type_1
232,2926,245,4,30,7,5180,212,243,169,3331,60.16,296.59,445.31,46.99,Type_23,Area_1,Type_1
237,3244,326,5,750,53,3730,207,234,166,2460,46.85,329.31,1165.1,42.56,Type_23,Area_1,Type_1
238,3237,27,14,997,36,4002,213,210,130,2506,31.46,428.1,646.77,40.09,Type_23,Area_1,Type_1
243,3260,45,7,503,69,3558,222,225,138,2531,84.89,190.92,1033.65,26.78,Type_40,Area_1,Type_1
245,2955,60,20,201,33,4934,231,195,88,3248,30.93,402.93,614.52,37.29,Type_29,Area_1,Type_1
247,2965,38,24,247,49,4883,212,181,92,3315,55.69,408.5,881.88,50.75,Type_29,Area_1,Type_1
252,3198,126,9,418,23,4200,235,234,130,2858,53.11,337.32,928.8,44.61,Type_19,Area_1,Type_1
253,3195,90,7,362,20,4243,231,229,132,2880,81.07,353.81,578.49,60.47,Type_23,Area_1,Type_1
258,3221,79,16,618,20,3968,239,210,96,2868,71.76,366.1,580.95,39.86,Type_23,Area_1,Type_1
261,3260,128,11,743,46,3824,238,233,124,2854,66.9,416.67,1161.09,16.55,Type_23,Area_1,Type_1
262,3168,25,4,30,0,4426,218,231,150,3180,89.4,246.66,946.89,40.13,Type_20,Area_1,Type_1
264,3198,9,8,301,23,4099,211,224,150,3076,61.1,403.02,1152.73,57.55,Type_19,Area_1,Type_1
266,3178,38,10,0,0,4286,220,217,131,3248,74.45,346.67,255.58,27.37,Type_29,Area_1,Type_1
269,2982,175,9,424,56,5267,225,245,153,6500,51.57,289.98,782.84,20.2,Type_12,Area_1,Type_1
271,2995,143,2,631,23,5459,223,238,151,6349,78.56,194.88,396.19,37.0,Type_29,Area_1,Type_1
284,2985,72,7,497,13,5372,228,227,133,6482,35.64,208.73,734.65,63.17,Type_29,Area_1,Type_1
285,3057,39,19,626,144,4435,217,196,107,3955,64.7,429.68,639.33,12.19,Type_29,Area_1,Type_1
287,3201,331,5,0,0,4002,208,234,164,3460,57.94,370.16,434.07,38.84,Type_20,Area_1,Type_1
288,3136,329,13,789,-13,4228,187,223,175,3798,62.56,235.4,507.68,6.35,Type_29,Area_1,Type_1
293,3155,328,14,849,-19,4184,185,222,177,3871,79.36,414.89,388.76,43.69,Type_29,Area_1,Type_1
298,2794,106,4,210,37,1888,227,234,142,3079,42.95,270.18,587.7,46.72,Type_12,Area_1,Type_1
299,3080,24,17,659,167,4377,208,201,125,4176,67.37,294.85,798.67,38.03,Type_29,Area_1,Type_1
300,2936,52,16,180,27,4656,227,203,105,4456,35.12,256.71,325.57,38.99,Type_23,Area_1,Type_1
305,3142,59,21,730,-32,4155,231,192,85,4070,73.57,430.51,1010.14,19.97,Type_29,Area_1,Type_1
306,2804,15,10,212,47,1917,211,219,144,3031,88.55,319.56,509.82,46.75,Type_12,Area_1,Type_1
312,3175,59,18,612,0,4042,231,200,96,4184,34.71,443.73,1191.81,17.3,Type_23,Area_1,Type_1
315,3001,78,10,335,29,5320,234,221,118,6310,80.16,283.6,97.85,61.67,Type_12,Area_1,Type_1
318,3185,129,12,481,10,3899,240,233,121,4273,40.4,160.5,958.94,60.35,Type_29,Area_1,Type_1
319,2913,216,9,268,20,5715,211,249,173,5983,39.39,360.2,265.43,36.11,Type_16,Area_1,Type_1
320,3168,72,5,418,-6,3855,226,230,138,4394,45.01,156.88,555.06,20.09,Type_23,Area_1,Type_1
323,3234,0,11,658,26,3589,204,220,153,4109,69.61,304.28,581.78,47.88,Type_23,Area_1,Type_1
324,3201,53,7,488,26,3667,224,225,135,4255,46.8,329.15,985.87,22.77,Type_29,Area_1,Type_1
325,2903,236,5,212,10,5656,211,244,171,6046,87.29,287.26,423.2,48.82,Type_16,Area_1,Type_1
327,2903,254,6,212,3,5689,206,244,176,6195,63.26,290.34,1156.66,25.16,Type_16,Area_1,Type_1
328,2800,45,12,0,0,2244,223,214,124,2958,66.7,243.42,125.2,13.12,Type_20,Area_1,Type_1
329,3257,336,9,693,52,3443,199,227,167,4246,55.18,281.44,746.59,43.31,Type_23,Area_1,Type_1
330,3188,278,5,210,13,3634,206,241,173,4526,44.86,257.67,915.21,26.65,Type_29,Area_1,Type_1
332,2932,237,16,342,36,5797,189,252,198,6409,75.47,221.38,884.69,43.05,Type_29,Area_1,Type_1
336,3172,162,3,180,7,3632,222,240,153,4624,32.44,293.12,959.1,23.44,Type_29,Area_1,Type_1
337,3116,69,14,297,-6,3870,234,212,107,4802,81.33,409.92,194.41,58.14,Type_29,Area_1,Type_1
339,3182,122,6,134,7,3510,230,235,138,4585,58.45,353.87,994.16,12.45,Type_29,Area_1,Type_1
345,3149,188,7,134,17,3718,221,245,159,4831,53.91,398.44,1121.54,42.2,Type_29,Area_1,Type_1
346,2833,150,15,242,23,1953,238,238,126,2407,66.95,341.56,624.24,32.18,Type_30,Area_1,Type_1
347,3136,185,10,42,4,3623,222,248,158,4858,68.11,419.48,927.73,43.42,Type_29,Area_1,Type_1
350,2810,110,6,421,0,1871,230,234,138,2178,67.55,400.93,964.33,21.23,Type_12,Area_1,Type_1
351,3267,85,10,484,62,3194,235,223,119,4518,60.19,166.42,260.09,43.25,Type_40,Area_1,Type_1
352,3188,30,16,85,13,3340,213,203,121,4753,81.39,382.81,349.45,61.71,Type_29,Area_1,Type_1
364,3146,95,12,240,-28,3287,239,222,112,5052,62.74,366.79,496.95,28.79,Type_30,Area_1,Type_1
367,3083,61,19,192,-9,3320,232,197,90,5380,87.67,406.07,1016.28,23.55,Type_30,Area_1,Type_1
368,3044,23,5,210,-25,3481,217,228,148,5476,84.32,173.18,828.09,43.27,Type_20,Area_1,Type_1
369,2982,90,8,242,-35,3695,232,228,129,5609,41.75,252.98,561.83,11.01,Type_20,Area_1,Type_1
373,3188,112,8,60,3,2880,235,231,128,5166,35.67,315.81,338.96,16.22,Type_29,Area_1,Type_1
382,3021,53,7,258,-12,3544,224,224,134,5720,71.8,356.52,257.96,33.87,Type_29,Area_1,Type_1
383,2919,141,3,192,3,3992,225,238,149,6047,67.74,259.31,1071.06,51.4,Type_29,Area_1,Type_1
399,3073,123,11,0,0,3060,239,231,121,5654,75.05,289.15,180.67,25.78,Type_29,Area_1,Type_1
407,3064,194,10,30,4,3111,218,249,164,5721,53.35,389.27,341.66,62.62,Type_20,Area_1,Type_1
411,3034,68,12,362,43,5550,232,216,114,5100,49.16,176.24,188.08,39.09,Type_29,Area_1,Type_1
415,3057,101,4,0,0,3069,226,234,144,5740,67.91,229.05,440.56,48.28,Type_20,Area_1,Type_1
416,3050,139,13,30,-3,3127,240,235,123,5770,56.91,420.69,320.08,55.92,Type_20,Area_1,Type_1
417,3060,342,5,495,69,5700,209,232,161,5139,47.59,235.3,546.77,29.72,Type_12,Area_1,Type_1
418,2945,49,14,0,0,4671,225,208,114,4737,49.72,346.18,315.39,37.93,Type_23,Area_1,Type_1
422,3060,45,13,30,3,3046,223,211,120,5768,77.38,240.0,189.7,50.59,Type_29,Area_1,Type_1
424,3067,21,4,518,76,5739,217,231,151,5125,59.67,373.28,1014.96,37.83,Type_12,Area_1,Type_1
431,3050,80,8,360,59,5638,231,225,127,4978,38.58,297.34,435.04,18.65,Type_29,Area_1,Type_1
434,3047,56,11,95,29,3182,227,218,123,5994,36.07,168.82,514.32,41.73,Type_29,Area_1,Type_1
441,3103,74,11,201,49,2870,233,219,116,5920,35.09,308.17,961.29,43.15,Type_29,Area_1,Type_1
444,2991,282,8,268,32,5024,198,241,182,4582,52.24,214.11,553.89,33.79,Type_29,Area_1,Type_1
449,2978,75,5,295,50,4847,227,230,137,4455,52.58,196.25,110.54,32.2,Type_29,Area_1,Type_1
460,2968,338,11,216,23,3426,196,225,167,6508,37.13,375.39,805.24,56.07,Type_20,Area_1,Type_1
464,3064,90,8,371,23,2822,232,228,129,6357,65.0,315.27,311.61,12.66,Type_29,Area_1,Type_1
467,3080,180,1,247,39,2715,219,239,157,6347,47.14,212.37,271.12,24.65,Type_29,Area_1,Type_1
469,2978,135,4,108,13,3247,226,238,146,6576,43.42,183.36,706.62,8.72,Type_29,Area_1,Type_1
470,2952,353,12,0,0,4928,200,219,157,4105,87.79,159.55,581.21,7.83,Type_20,Area_1,Type_1
472,3057,90,8,390,16,2783,232,228,129,6452,88.19,333.07,156.18,16.63,Type_29,Area_1,Type_1
479,3014,5,31,95,54,4950,165,164,123,3973,88.16,374.07,1145.35,54.03,Type_29,Area_1,Type_1
482,3047,155,9,424,85,2760,231,241,142,6661,71.74,439.98,336.42,55.91,Type_29,Area_1,Type_1
485,3011,108,10,212,36,2912,237,229,122,6632,65.06,229.38,1000.8,17.43,Type_29,Area_1,Type_1
486,2998,68,8,124,23,2987,228,225,130,6557,84.07,213.02,361.51,25.31,Type_29,Area_1,Type_1
488,3008,24,12,309,36,5353,213,214,135,3950,46.86,355.76,195.45,57.41,Type_20,Area_1,Type_1
489,3004,18,10,192,29,5232,212,219,143,3899,87.02,354.29,115.77,60.76,Type_29,Area_1,Type_1
490,3031,81,6,513,27,5542,228,230,136,4002,83.42,315.79,699.03,43.0,Type_29,Area_1,Type_1
493,3028,323,9,242,53,5079,196,230,174,3771,46.64,231.0,900.11,27.64,Type_29,Area_1,Type_1
500,3047,356,10,618,75,5664,204,222,156,3811,89.17,280.59,756.97,50.12,Type_29,Area_1,Type_1
508,2919,117,15,175,33,4375,244,225,106,3311,79.35,412.87,211.37,6.09,Type_29,Area_1,Type_1
513,2887,124,17,95,13,4252,246,226,102,3273,85.96,443.28,608.04,31.92,Type_29,Area_1,Type_1
515,2995,62,11,484,17,3209,230,216,118,5849,32.71,272.17,653.1,12.93,Type_29,Area_1,Type_1
516,2965,142,6,0,0,4778,229,239,143,3283,31.58,157.82,1103.63,34.53,Type_29,Area_1,Type_1
521,3047,135,3,932,141,5900,224,238,149,3591,65.65,288.15,1150.64,6.57,Type_29,Area_1,Type_1
522,2751,270,2,0,0,3068,214,239,163,2912,52.85,278.76,94.57,11.34,Type_23,Area_1,Type_1
530,2915,45,10,60,0,4397,223,218,129,3018,81.88,192.99,635.81,50.3,Type_29,Area_1,Type_1
531,2765,41,5,0,0,3263,221,229,144,3107,78.77,157.81,279.68,46.34,Type_23,Area_1,Type_1
533,2850,108,22,42,14,3976,251,210,76,2971,89.8,382.26,498.87,27.85,Type_30,Area_1,Type_1
565,3074,52,9,42,4,3105,225,221,130,5353,51.04,378.43,1126.29,10.16,Type_29,Area_1,Type_1
567,2868,29,20,95,33,3369,209,192,112,2468,53.53,429.01,788.05,12.26,Type_23,Area_1,Type_1
570,3021,25,12,564,21,3847,213,213,134,4662,50.9,421.12,759.41,29.2,Type_29,Area_1,Type_1
587,3024,24,16,297,26,4116,210,204,127,4161,34.55,275.58,423.26,17.82,Type_29,Area_1,Type_1
598,2917,175,13,30,0,3707,227,247,149,1907,40.34,377.34,1039.76,44.34,Type_12,Area_1,Type_1
606,3109,53,7,362,42,3774,224,224,134,4310,57.65,165.29,396.74,42.92,Type_29,Area_1,Type_1
609,3113,14,13,376,23,3684,207,213,141,4380,60.21,267.97,389.14,26.92,Type_29,Area_1,Type_1
610,2919,341,9,467,3,4830,202,228,164,3187,71.42,215.17,538.39,13.16,Type_23,Area_1,Type_1
612,2952,41,14,335,13,4604,221,208,119,3375,77.96,385.29,90.07,48.43,Type_23,Area_1,Type_1
623,2942,71,16,499,3,4656,236,208,99,3211,52.23,425.34,164.26,42.16,Type_23,Area_1,Type_1
635,3201,70,8,331,59,2908,229,225,129,5058,36.43,422.84,739.01,10.2,Type_29,Area_1,Type_1
653,3149,120,13,150,33,3438,242,229,114,4269,65.21,217.94,546.9,8.18,Type_30,Area_1,Type_1
654,3044,345,5,342,20,4119,209,231,160,3538,74.73,419.31,618.64,9.77,Type_29,Area_1,Type_1
655,2919,76,4,228,6,4914,225,232,143,2754,55.9,443.91,845.48,46.1,Type_23,Area_1,Type_1
666,2955,65,13,481,42,4590,232,214,112,2967,39.17,280.95,959.23,9.76,Type_29,Area_1,Type_1
667,3149,135,7,67,7,3282,231,237,138,4310,44.76,225.16,322.64,36.46,Type_29,Area_1,Type_1
670,3205,60,5,570,63,2797,224,229,140,4817,47.11,437.8,1082.27,44.91,Type_39,Area_1,Type_1
675,2972,348,10,402,7,4565,201,223,161,2880,54.62,197.15,702.25,62.97,Type_23,Area_1,Type_1
687,3103,85,8,524,-5,3805,232,227,128,3589,64.3,192.31,1197.49,58.45,Type_29,Area_1,Type_1
703,3195,83,11,366,53,2952,235,221,116,4401,50.2,387.78,819.96,18.06,Type_23,Area_1,Type_1
704,3139,106,6,531,13,3599,231,232,135,3690,38.06,322.39,1001.87,45.27,Type_29,Area_1,Type_1
745,2719,52,10,371,8,812,226,218,125,1935,43.93,319.12,381.97,9.07,Type_12,Area_1,Type_1
749,3109,26,7,30,-3,3947,217,225,144,2962,84.39,412.33,549.53,18.56,Type_29,Area_1,Type_1
756,2703,47,8,319,1,666,223,223,134,1813,77.64,422.29,926.1,6.89,Type_12,Area_1,Type_1
760,3146,85,9,192,33,3755,233,225,124,3099,77.32,217.01,1125.06,22.1,Type_29,Area_1,Type_1
768,2711,171,6,108,9,845,224,243,153,1803,82.61,254.78,364.95,64.99,Type_12,Area_1,Type_1
769,3021,68,8,201,26,4134,228,225,130,2493,50.52,303.55,1092.63,50.72,Type_29,Area_1,Type_1
774,2895,357,13,60,10,4236,198,215,154,514,53.84,326.39,350.92,47.42,Type_29,Area_1,Type_1
776,3086,123,10,319,36,3684,237,233,127,2970,39.0,269.3,785.45,29.14,Type_29,Area_1,Type_1
777,3083,45,5,256,49,3776,221,229,143,2850,43.76,354.08,236.21,11.55,Type_29,Area_1,Type_1
780,3109,60,16,319,55,3599,231,206,103,3031,68.47,171.46,1039.39,49.0,Type_29,Area_1,Type_1
783,2686,45,2,0,0,616,220,234,150,1383,45.11,229.48,790.83,45.77,Type_12,Area_1,Type_1
787,2719,6,5,67,-3,1194,214,230,154,1848,65.0,430.19,159.77,42.17,Type_12,Area_1,Type_1
788,2699,45,1,60,4,834,219,236,154,1510,54.05,193.26,1023.42,52.78,Type_12,Area_1,Type_1
790,2821,102,13,242,60,2134,241,223,110,3013,86.84,223.88,1091.7,10.73,Type_12,Area_1,Type_1
794,3178,83,6,306,46,3209,228,230,137,3398,66.69,181.43,793.85,40.1,Type_29,Area_1,Type_1
795,2826,76,13,234,55,2174,236,216,109,2970,31.09,400.89,560.84,64.74,Type_12,Area_1,Type_1
796,2725,95,8,0,0,1490,233,229,128,2026,82.33,272.46,564.69,11.31,Type_20,Area_1,Type_1
802,2992,355,8,67,0,4095,207,226,157,589,39.15,428.44,346.45,26.01,Type_29,Area_1,Type_1
803,2525,80,7,67,-8,706,229,228,133,916,64.58,221.44,1166.23,17.79,Type_16,Area_1,Type_1
805,2742,345,7,30,2,1597,206,229,161,2033,55.45,154.39,308.89,39.66,Type_20,Area_1,Type_1
813,2853,293,9,42,9,2755,195,238,183,2329,37.48,416.51,1139.8,27.86,Type_29,Area_1,Type_1
822,2997,315,5,30,1,4248,206,236,168,573,30.28,232.14,1157.35,28.83,Type_23,Area_1,Type_1
823,3152,65,9,120,13,2928,229,222,126,3526,50.01,326.8,570.41,33.61,Type_39,Area_1,Type_1
825,2821,63,14,30,-4,2496,232,211,108,2704,62.24,227.82,1138.69,50.31,Type_23,Area_1,Type_1
827,3030,81,14,85,22,4414,238,215,106,408,50.78,221.26,202.84,62.9,Type_30,Area_1,Type_1
832,3159,62,15,150,20,2881,231,209,106,3518,57.15,184.74,535.24,25.92,Type_29,Area_1,Type_1
833,3123,94,12,342,33,3544,238,222,113,2758,38.45,250.4,266.33,49.26,Type_30,Area_1,Type_1
835,2787,99,9,30,2,1964,235,228,125,2136,59.9,195.35,696.85,6.71,Type_12,Area_1,Type_1
840,2859,113,5,42,-1,2881,230,234,138,2250,67.94,167.86,623.89,54.44,Type_30,Area_1,Type_1
846,2869,325,15,120,13,2898,181,222,180,2310,54.88,258.45,941.93,18.03,Type_29,Area_1,Type_1
847,3067,133,11,242,43,3491,237,235,127,2771,35.12,313.46,1163.56,58.54,Type_30,Area_1,Type_1
851,3050,72,10,124,26,3538,231,221,122,2719,34.02,415.16,406.68,63.99,Type_30,Area_1,Type_1
855,3041,144,12,60,4,3476,237,238,129,2781,42.31,360.22,1021.08,16.06,Type_30,Area_1,Type_1
857,3090,131,14,124,46,3270,242,231,115,2986,32.19,290.13,1176.86,26.18,Type_30,Area_1,Type_1
858,3008,356,16,42,7,3719,192,209,153,2549,58.32,400.49,508.1,21.17,Type_30,Area_1,Type_1
867,2838,322,14,85,22,2379,183,225,182,2252,39.31,444.0,1180.7,33.55,Type_29,Area_1,Type_1
878,3046,335,15,134,31,4530,185,218,172,1055,69.54,365.16,983.81,42.77,Type_29,Area_1,Type_1
897,2878,290,12,218,55,2525,187,238,191,2244,47.59,446.19,530.52,11.78,Type_29,Area_1,Type_1
912,3103,356,12,134,10,3071,201,219,155,3237,46.08,213.06,123.12,63.44,Type_30,Area_1,Type_1
913,3096,73,11,192,13,3187,233,218,115,3133,67.45,409.62,625.56,23.72,Type_30,Area_1,Type_1
914,3064,59,8,319,0,3362,227,223,130,2980,54.56,275.35,391.67,43.67,Type_30,Area_1,Type_1
918,3129,38,11,190,36,2802,220,216,129,3489,86.91,392.96,107.73,35.07,Type_30,Area_1,Type_1
947,2948,79,15,120,24,5493,239,211,99,1608,38.21,172.2,1017.51,11.91,Type_30,Area_1,Type_1
948,2851,323,11,170,5,2910,191,228,177,2518,84.0,210.99,1173.53,38.2,Type_23,Area_1,Type_1
956,2996,34,11,400,61,5155,219,216,132,1889,52.99,202.82,962.56,16.34,Type_29,Area_1,Type_1
958,2979,265,10,242,44,4973,194,245,190,2037,32.82,172.92,1034.62,16.91,Type_29,Area_1,Type_1
968,3165,343,13,649,72,3353,192,219,165,3158,47.83,411.3,551.8,13.8,Type_30,Area_1,Type_1
974,3188,101,8,547,95,3022,233,230,129,3439,42.9,267.88,220.75,52.73,Type_30,Area_1,Type_1
984,2963,300,8,201,21,4867,199,237,178,2249,34.51,155.19,339.11,23.78,Type_29,Area_1,Type_1
985,3112,338,8,95,5,5346,202,228,165,664,73.69,383.56,849.74,30.88,Type_29,Area_1,Type_1
989,3064,117,20,134,49,4812,250,218,87,277,44.78,163.93,1130.1,60.57,Type_30,Area_1,Type_1
990,3014,326,9,30,5,4635,198,230,172,541,79.15,197.56,565.06,50.81,Type_30,Area_1,Type_1
992,3031,234,11,295,94,5883,202,250,185,1774,71.68,218.98,758.73,10.25,Type_29,Area_1,Type_1
995,3032,349,10,127,21,4635,202,224,160,612,51.66,397.62,473.91,54.14,Type_30,Area_1,Type_1
996,2982,10,18,30,7,4562,197,200,136,2538,35.49,415.17,139.68,38.76,Type_23,Area_1,Type_1
997,3032,339,14,95,23,4710,189,219,169,518,85.04,431.12,423.49,13.58,Type_30,Area_1,Type_1
999,2846,135,2,0,0,3056,222,238,152,2349,87.01,239.12,192.95,53.78,Type_23,Area_1,Type_1
1000,2995,39,18,0,0,4472,218,198,109,2609,56.76,220.22,778.17,61.1,Type_23,Area_1,Type_1
1002,2955,141,10,124,9,5251,236,237,131,2147,62.51,353.87,788.34,35.87,Type_23,Area_1,Type_1
1003,3132,48,7,324,25,5622,223,225,138,841,82.38,220.85,97.48,42.15,Type_29,Area_1,Type_1
1004,3241,202,12,277,50,3571,214,251,169,3204,73.93,263.1,1180.07,61.6,Type_30,Area_1,Type_1
1005,3057,86,20,42,13,4290,244,203,79,2779,78.39,302.01,279.27,42.69,Type_29,Area_1,Type_1
1006,2977,95,10,309,18,4830,236,225,120,2447,69.53,308.44,821.86,20.46,Type_23,Area_1,Type_1
1012,2940,90,4,30,0,5370,226,233,143,2188,89.26,429.08,276.74,44.66,Type_23,Area_1,Type_1
1013,2943,169,1,60,-2,5460,220,239,156,2147,86.64,422.27,838.14,8.4,Type_23,Area_1,Type_1
1014,3099,290,21,604,160,6120,156,232,214,1533,32.37,167.09,557.12,48.52,Type_29,Area_1,Type_1
1018,2951,112,7,60,9,5280,232,233,133,2259,64.08,342.27,279.33,31.92,Type_29,Area_1,Type_1
1019,3005,259,16,324,60,5790,179,247,206,1864,84.93,433.41,489.77,63.13,Type_29,Area_1,Type_1
1020,3035,352,7,42,2,4744,208,229,158,789,32.04,183.72,169.81,23.65,Type_29,Area_1,Type_1
1021,3113,77,16,30,10,4141,239,208,95,2987,71.85,285.56,241.84,45.96,Type_29,Area_1,Type_1
1022,3083,357,20,127,39,4411,184,199,149,2843,47.84,207.72,829.04,9.5,Type_29,Area_1,Type_1
1023,3049,268,18,537,112,6001,172,244,210,1660,85.46,418.23,858.77,13.7,Type_29,Area_1,Type_1
1024,3144,62,4,313,44,5431,223,232,145,376,88.26,439.37,841.43,56.87,Type_20,Area_1,Type_1
1026,3170,14,12,524,63,5752,208,214,141,808,58.45,181.2,1147.3,36.96,Type_29,Area_1,Type_1
